Sample File;C:\PartyLab\SMPS\202205101400_SMPS.S80
Classifier Model;3080
DMA Model;3081
DMA Inner Radius(cm);0.00937
DMA Outer Radius(cm);0.01961
DMA Characteristic Length(cm);0.44369
CPC Model;3772
Reference Gas Viscosity (Pa*s);1.83245e-005
Reference Mean Free Path (m);6.73e-008
Reference Gas Temperature (K);296.15
Reference Gas Pressure (kPa);101.3
Channels/Decade;64
Multiple Charge Correction;TRUE
Nanoparticle Aggregate Mobility Analysis;FALSE
Diffusion Correction;TRUE
Gas Density;0.0012
Units;dw/dlogDp
Weight;Number
1185;05/14/22;17:20:48;14.6;76.2;8.630363e-008;1.792069e-005;;0;67.3259;512.788;747.071;959.424;1634.96;1549.22;1777.22;2227;2335.46;2248.59;2298.74;2596.44;2521.52;2051.17;2212.58;2208.48;2263.64;1631.21;1493.18;1445.64;1220.02;980.548;741.196;756.132;614.181;435.785;509.354;473.948;373.524;345.163;341.403;309.474;299.369;291.501;363.446;269.252;361.06;329.932;400.37;340.829;335.311;394.031;392.214;359.945;382.478;371.255;354.903;332.42;375.354;349.091;358.437;273.515;259.346;307.989;283.868;301.489;282.433;248.574;331.071;262.879;269.526;265.351;307.145;296.604;253.414;304.865;302.832;328.372;358.275;274.927;331.082;355.226;321.676;366.234;303.359;377.176;279.805;288.745;257.753;308.764;232.871;178.891;258.565;199.009;173.123;193.701;147.349;124.027;100.822;96.9962;87.4146;97.0245;58.6499;41.5415;49.133;31.8892;30.7097;21.1484;23.0963;19.384;19.7724;3.36291;10.227;10.4446;3.53119;280;20;FALSE;1;None;5;1;1;1;10.9009;9632.47;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;22.7071;51.8954;32.8647;18.7688;2.32717;929.04;
1186;05/14/22;17:25:48;14.6;76.2;8.624700e-008;1.792069e-005;;0;124.919;370.468;587.173;1216.26;1032.92;1380.91;1606.79;1814;1744.68;1578.86;1799.83;1845.32;1900.92;1867.6;1616.56;1424.87;1331.83;1258.46;1361.98;943.925;834.81;810.789;691.305;694.139;600.706;498.011;399.153;365.664;339.121;354.315;397.805;336.426;345.485;366.62;353.702;296.883;353.374;439.707;359.515;369.73;362.271;377.398;405.28;373.243;351.639;341.364;385.294;360.568;343.561;317.959;295.803;349.227;292.309;329.516;342.775;239.244;311.92;287.11;254.643;312.144;294.31;281.824;263.327;345.071;329.534;309.677;310.132;302.905;343.051;363.815;305.887;353.864;307.125;341.124;388.892;319.484;323.21;305.356;324.214;259.989;314.941;225.971;307.501;214.142;207.753;154.605;158.311;99.1697;133.885;95.31;88.6676;47.5896;60.6846;47.3403;37.2547;34.8769;30.7074;26.7096;20.6137;29.0739;21.7392;24.8928;6.81753;6.96258;14.1237;280;20;FALSE;1;None;5;1;1;1;10.9079;9634.27;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;24.4915;58.5214;36.4063;19.4564;2.43732;803.613;
1187;05/14/22;17:30:48;14.6;76.3;8.617914e-008;1.792069e-005;;0;168.139;512.275;720.18;1079.6;1138.74;1298.33;1622.97;1459.83;1713.42;1952.91;2199.39;2153.73;2131.89;2533.16;2561.26;2367.09;2384.36;2201.42;1982.82;1739.2;1688.99;1510.15;1225.36;1228.78;855.664;895.423;650.845;577.882;476.345;526.147;375.652;450.745;448.789;322.021;375.087;403.237;327.839;424.797;381.25;383.793;420.333;356.151;362.575;348.506;423.474;385.686;384.882;310.221;347.98;309.237;326.942;327.777;354.18;341.531;273.752;303.263;304.432;354.317;252.474;252.401;322.639;323.545;321.466;292.958;286.139;238.77;248.022;304.1;315.826;341.527;315.748;309.311;257.402;347.283;340.417;294.001;332.563;320.781;282.642;259.823;315.96;253.978;221.784;167.957;217.947;146.511;159.61;144.612;92.9102;110.066;94.7157;76.2647;71.7405;49.9718;42.3944;42.4701;41.5242;23.39;19.1341;19.3809;13.1795;10.8968;12.8131;0;3.53063;280;20;FALSE;1;None;5;1;1;1;10.9164;9636.42;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;24.1996;51.6202;33.537;20.908;2.2637;978.083;
1188;05/14/22;17:35:48;14.7;76.3;8.619479e-008;1.792553e-005;;38.2804;79.3602;260.415;506.923;983.532;1142.97;1301.99;1545.2;1639.16;1847.1;1763.15;1943.51;1800.34;1745.45;1419.81;1444.71;1247.23;1065.38;908.273;853.47;765.46;722.584;600.812;576.463;599.956;455.58;421.146;377.242;387.25;383.755;305.026;327.783;319.611;377.788;293.89;416.838;332.645;378.351;351.153;326.559;324.327;311.514;452.676;431.246;355.894;405.761;372.234;410.667;359.857;308.21;355.038;377.246;306.716;279.493;330.474;299.005;270.851;315.672;272.946;263.961;270.12;270.884;238.82;279.243;273.219;251.85;291.5;278.129;299.298;336.688;331.632;321.63;274.257;329.022;334.295;312.645;283.175;290.383;303.267;263.217;267.893;248.862;223.053;189.128;193.627;169.604;131.029;149.548;123.846;109.522;74.6677;59.0606;71.1575;81.9869;49.0687;57.3046;24.5774;30.3933;27.4604;16.6562;12.3221;17.0855;20.1746;13.6342;10.7219;13.8401;280;20;FALSE;1;None;5;1;1;1;10.9174;9638.53;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;24.7082;58.7277;36.6187;18.1056;2.44152;738.741;
1189;05/14/22;17:40:48;14.7;76.2;8.633060e-008;1.792553e-005;;0;33.6723;331.892;480.315;649.562;940.976;778.865;1281.04;1113.23;1130.79;1434.9;1276.49;1208.26;1353.43;1298.44;1226.4;1160.8;1165.84;1246.82;1161.89;1106.95;823.377;727.642;765.969;673.453;501.476;548.098;490.066;423.895;423.323;391.014;329.419;379.355;348.898;337.784;303.627;358.879;329.336;311.65;311.68;347.378;317.203;314.285;363.785;340.212;322.275;345.425;294.206;319.382;358.578;301.396;359.394;293.475;314.232;250.731;266.681;308.417;251.769;285.13;293.463;292.138;245.773;295.291;234.623;227.973;277.38;318.206;267.351;247.52;267.398;301.662;296.593;322.964;337.146;311.77;322.99;303.935;302.633;293.621;288.451;258.524;262.954;213.771;241.366;183.136;139.638;141.258;107.937;105.441;82.9984;88.9485;101.35;80.8423;72.2061;50.3498;32.7771;30.3417;26.0853;26.6172;12.7586;12.9231;16.4776;6.72605;10.2274;17.4083;3.53131;280;20;FALSE;1;None;5;1;1;1;10.9005;9634.22;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.1397;61.4141;38.8554;17.4658;2.4263;679.514;
1190;05/14/22;17:45:48;14.6;76.2;8.626964e-008;1.792069e-005;;0;33.6533;212.758;398.72;656.373;614.245;891.467;1048.66;1019.4;754.366;862.569;1018.5;1188.51;1059.89;1067.56;1177.5;1106.34;1077.57;958.538;1060.88;884.354;787.105;706.964;763.622;587.05;543.226;599.328;460.771;457.89;424.48;369.966;422.862;336.512;324.421;316.382;379.255;288.827;375.891;416.384;367.96;281.144;342.477;343.887;334.387;372.709;375.097;366.283;349.893;363.865;309.566;315.311;292.288;332.577;320.686;317.065;291.716;254.928;307.237;272.135;289.502;311.244;319.558;257.853;205.324;214.975;338.751;289.209;325.134;339.447;253.405;288.325;265.48;275.285;308.712;360.027;331.619;327.15;285.151;269.924;276.69;180.763;218.285;272.506;180.589;176.761;164.963;121.587;109.916;110.239;114.904;54.2161;90.1308;66.9881;62.7662;51.7176;43.239;27.3054;33.7792;15.6446;18.7008;32.7464;16.4763;20.1766;17.0443;13.9256;10.5931;280;20;FALSE;1;None;5;1;1;1;10.9051;9633.55;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;30.0766;64.7802;41.3975;18.7688;2.43189;633.167;
1191;05/14/22;17:50:48;14.6;76.2;8.623568e-008;1.792069e-005;;0;67.2874;271.328;320.217;336.353;316.866;578.901;465.201;702.043;744.81;966.876;853.93;817.956;682.179;820.877;961.027;754.805;1094.31;1007.48;950.312;863.551;941.855;824.537;894.322;693.971;745.052;539.45;615.648;521.533;478.502;370.879;370.731;391.159;352.605;340.34;377.747;328.706;292.855;300.311;370.421;371.462;390.156;340.54;313.8;395.514;364.818;417.931;344.186;321.551;401.604;346.845;296.779;319.805;258.179;357.149;285.81;272.755;266.642;274.104;269.558;199.321;264.136;265.816;274.932;302.574;260.096;261.415;231.362;316.249;252.751;283.387;296.055;348.163;304.576;320.664;293.729;251.753;243.089;277.238;263.65;248.353;271.284;182.634;163.678;182.27;158.712;178.619;134.881;128.882;91.7956;95.2331;82.1523;55.5708;37.3946;66.5991;33.5072;30.338;33.7777;15.644;19.1355;16.1519;6.59023;10.0878;0;10.4437;3.53089;280;20;FALSE;1;None;5;1;1;1;10.9093;9634.63;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;32.8349;67.24;44.017;22.4679;2.3906;589.131;
1192;05/14/22;17:55:48;14.6;76.3;8.613396e-008;1.792069e-005;;0;113.057;440.9;319.822;512.117;622.119;629.564;794.629;832.374;907.53;790.095;871.421;965.279;1215.82;936.64;860.944;912.781;1031.28;1127.48;976.957;992.961;992.906;991.658;840.801;819.559;740.246;744.944;680.042;485.886;464.454;510.393;454.397;400.004;396.807;342.637;333.939;285.47;294.237;410.421;284.411;384.578;310.91;382.171;404.262;357.088;288.778;388.428;367.193;352.454;282.905;320.877;325.681;322.828;285.303;276.583;347.999;265.976;289.42;313.862;224.077;288.551;293.279;283.905;223.101;298.378;328.061;300.193;335.567;280.22;267.872;345.526;327.09;252.361;315.33;396.816;313.266;302.3;258.381;272.582;231.866;246.13;230.241;196.037;206.502;178.738;144.772;154.049;104.899;102.745;83.3159;109.205;78.9278;64.8494;56.2414;52.4459;43.9409;52.9849;26.1976;17.1041;25.1368;19.7585;28.3593;18.1302;5.90948;18.3303;10.5913;280;20;FALSE;1;None;5;1;1;1;10.922;9637.85;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;30.9083;65.0105;42.003;19.4564;2.40238;640.759;
1193;05/14/22;18:00:48;14.6;76.2;8.624700e-008;1.792069e-005;;0;134.588;352.372;461.928;480.633;642.522;756.186;829.528;836.941;856.639;1044.36;768.83;1029.05;1035.61;854.48;1109.06;995.007;1104.41;1081.76;933.991;962.054;1005.58;786.151;853.304;872.081;743.759;745.144;782.539;571.251;635.247;596.044;465.268;460.065;405.923;402.318;372.579;304.548;351.837;430.624;365.03;414.216;341.219;306.55;353.282;335.594;327.266;301.875;331.725;343.99;272.645;347.019;298.023;324.369;275.442;278.039;244.588;279.288;234.561;197.678;239.617;279.111;273.735;307.821;267.025;249.045;283.713;318.324;305.975;256.073;306.222;286.794;271.555;246.04;257.022;283.597;331.424;334.151;330.066;309.266;284.06;262.617;228.091;215.324;191.839;211.19;161.791;169.031;95.8751;94.9384;104.719;74.7012;74.8553;56.8909;56.5324;61.7528;52.8956;16.9465;30.4315;15.6442;22.3251;6.46087;9.88549;10.088;13.6351;3.48129;10.5928;280;20;FALSE;1;None;5;1;1;1;10.9079;9634.27;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;30.8388;63.3742;41.0967;20.908;2.38249;648.434;
1194;05/14/22;18:05:48;14.6;76.2;8.625832e-008;1.792069e-005;;0;168.251;292.067;488.706;456.605;564.55;469.858;577.195;830.321;827.896;816.68;770.323;838.012;914.962;1015.05;972.382;958.802;965.705;1074.58;905.541;858.555;792.669;708.408;610.294;681.094;593.352;578.436;500.087;480.002;481.368;370.099;465.089;388.324;328.928;431.551;334.147;307.182;296.814;347.195;309.806;307.352;324.641;356.834;364.816;283.493;348.471;368.118;380.907;346.312;282.604;312.852;315.01;295.584;258.547;257.816;305.857;245.681;263.597;266.26;290.078;322.671;296.321;258.179;283.57;295.994;263.784;288.778;303.44;299.282;318.36;279.544;275.722;304.118;381.754;332.341;320.089;303.475;318.43;242.883;273.251;242.114;228.223;232.609;184.736;221.029;181.324;118.776;129.88;151.2;104.106;104.293;85.9772;80.1572;43.1489;62.915;31.3013;33.6376;27.369;15.6444;25.0843;13.3579;19.7713;20.1763;10.2264;3.48134;3.53099;280;20;FALSE;1;None;5;1;1;1;10.9065;9633.91;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;32.5792;68.1362;43.7055;23.291;2.44938;598.153;
1195;05/14/22;18:10:48;14.6;76.2;8.624700e-008;1.792069e-005;;0;45.6358;251.178;488.603;841.181;620.811;677.431;735.78;634.807;691.683;705.381;747.364;859.025;914.782;948.508;1155;1278.01;1324.7;1269.71;1415.7;1195.97;1319.78;1348.52;1162.83;1114.28;1074.11;954.327;908.33;897.098;876.106;652.325;525.52;516.067;430.38;445.219;412.698;391.204;349.728;415.324;411.218;303.317;391.695;339.254;330.215;395.111;336.399;399.395;332.516;344.325;363.294;305.029;252.307;336.897;298.801;313.508;272.346;283.556;287.732;280.834;319.651;250.522;262.046;277.953;272.466;278.506;245.923;350.622;285.147;331.486;318.613;324.87;346.156;245.158;350.074;293.62;304.242;302.129;307.544;241.112;215.306;193.359;196.382;189.565;189.329;169.078;189.64;121.17;140.244;100.021;103.064;85.4025;92.5202;63.3497;80.8204;43.6826;36.4967;18.4757;27.3608;12.5153;15.9465;19.3826;15.1489;4.71678;6.81753;3.75619;17.3759;280;20;FALSE;1;None;5;1;1;1;10.9079;9634.27;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;30.4049;60.6219;40.3859;24.1442;2.29189;709.869;
1196;05/14/22;18:15:48;14.6;76.0;8.648534e-008;1.792069e-005;;0;168.572;291.969;409.806;481.574;632.866;727.699;790.759;851.446;747.897;1074.6;1067.28;1239.15;1156.43;1346.15;1050.1;1196.01;1598.19;1668.78;1425.41;1402.65;1599.88;1518.49;1728.43;1727.91;1379.83;1352.38;1120.88;940.068;973.586;580.747;582.037;547.028;469.629;404.084;431.889;330.677;339.263;431.36;412.726;331.316;351.359;327.62;339.567;362.868;339.151;416.143;323.804;342.329;330.741;273.06;330.872;322.789;356.664;310.357;290.868;281.245;220.719;233.865;271.562;257.414;327.548;275.871;246.066;246.738;239.84;292.499;333.513;300.457;356.008;329.826;349.614;275.565;373.553;302.383;348.286;335.014;323.34;264.402;236.495;230.015;194.717;208.356;183.688;174.459;146.512;129.032;102.333;132.565;90.655;58.5549;49.4251;79.4106;60.7244;38.7908;38.7443;18.2087;36.8602;21.057;10.4388;0;3.29617;6.72737;20.4588;13.9294;3.532;280;20;FALSE;1;None;5;1;1;1;10.8784;9626.71;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;29.0763;56.8649;38.3562;27.8813;2.23219;790.969;
1197;05/14/22;18:20:48;14.6;76.1;8.634898e-008;1.792069e-005;;0;101.027;161.605;417.643;793.8;894.067;919.981;1275.8;1416.83;2000.15;2365.31;2219.04;2945.88;2865.51;3375.11;3131.93;3070.37;2786.98;3143.43;3004.6;3247.84;3157.44;2881.4;3189.98;2889.8;2381.13;2547.49;2089.68;1646.31;1465.97;1141.9;836.304;630.205;607.851;545.929;514.525;453.742;371.908;405.158;414.721;393.953;325.613;350.216;445.343;386.107;380.885;432.43;335.885;387.791;309.634;337.23;301.866;295.08;341.806;285.075;283.286;267.324;236.365;222.881;247.49;278.961;326.995;285.48;283.134;268.674;250.899;354.288;314.971;328.548;370.77;332.354;315.862;271.986;320.869;319.629;283.661;288.147;268.234;274.288;276.123;240.829;185.505;157.417;156.487;190.839;162.761;150.197;119.665;74.8664;134.803;101.922;108.357;52.3176;107.61;55.407;27.6486;30.3424;32.2171;23.4999;3.18971;29.0777;23.0691;0;9.28839;8.19008;13.8544;280;20;FALSE;1;None;5;1;1;1;10.8953;9631.03;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;25.9032;44.5802;31.77;20.1691;2.00082;1298.25;
1198;05/14/22;18:25:48;14.7;76.1;8.638731e-008;1.792553e-005;;0;101.065;271.672;373.871;591.204;770.046;640.611;1049.22;1015.13;1069.17;1220.58;1013.69;1336.47;1744.69;1740.97;1675.49;2316.11;2118.72;2409.61;2169.61;2328.76;2236.8;2551.12;2315.08;2198.22;2214.09;1867.73;1604.29;1183.7;1079.43;744.668;609.184;693.086;494.231;432.411;474.891;355.768;337.035;344.05;341.837;334.577;294.257;331.987;380.364;435.682;370.351;348.292;361.243;386.253;323.869;368.683;343.331;330.887;261.859;286.463;265.961;266.616;271.706;255.122;273.243;241.057;348.868;293.967;268.666;275.901;283.496;277.902;281.832;313.75;261.952;263.874;294.287;323.229;275.839;285.723;314.669;238.73;277.94;229.699;218.141;214.418;231.388;205.263;215.421;172.668;146.545;140.154;88.9294;98.1081;76.2275;67.6758;70.3102;56.9014;46.0332;40.1381;32.0579;44.0949;24.5704;21.1063;13.5744;25.8481;11.8137;11.4872;6.81875;6.96382;0;280;20;FALSE;1;None;5;1;1;1;10.8935;9632.42;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.5347;49.9619;34.8964;26.896;2.09217;971.298;
1199;05/14/22;18:30:48;14.7;76.2;8.627396e-008;1.792553e-005;;0;67.3124;242.898;292.056;295.772;492.923;782.174;888.095;793.999;917.237;1058.68;1254.6;1320.4;1474.82;1868.3;1587.24;1721.58;1749.44;2163.75;2393.78;2199.93;2140.42;2133.56;2418.25;1933.04;1642.16;1705.64;1521.69;1057.96;947.998;705.543;668.083;486.506;501.416;320.061;313.908;303.412;356.163;357.784;317.693;343.414;246.046;330.603;374.079;299.704;348.302;270.422;308.588;320.258;336.636;304.174;251.077;327.721;250.749;300.556;262.302;247.138;264.18;281.015;301.857;232.128;273.393;258.515;267.66;209.817;248.98;315.711;281.198;304.798;295.229;299.711;299.488;284.995;267.426;293.672;292.173;244.358;291.623;178.517;190.357;203.636;214.224;199.221;123.06;159.557;136.506;136.439;99.024;104.335;109.768;85.9847;76.5654;47.0806;65.6393;26.1238;26.0842;37.9329;21.496;37.5474;25.5153;29.0749;9.88584;10.0883;0;6.96282;3.53106;280;20;FALSE;1;None;5;1;1;1;10.9075;9636.01;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.5986;51.3349;35.5093;27.8813;2.11645;885.783;
1200;05/14/22;18:35:49;14.7;76.1;8.638731e-008;1.792553e-005;;0;134.753;271.672;373.871;656.537;701.639;652.386;906.047;1191.76;1203.15;1121.3;1203.69;1241.07;1289.83;1521.04;1439.43;1927.45;1803.94;2059.53;1894.91;1909;2075.78;2215.44;1850.94;1907.01;1634.71;1494.48;1295.64;1069.37;869.215;786.198;541.595;514.402;511.001;435.975;352.907;321.516;318.131;304.934;353.802;284.406;317.623;361.34;299.111;326.517;348.182;311.285;305.526;332.242;262.707;345.406;333.155;303.667;319.762;251.113;258.499;243.189;265.007;212.67;221.717;291.051;268.432;265.699;275.066;261.448;281.883;312.95;273.505;285.94;245.421;279.464;307.268;272.268;279.338;330.3;277.865;253.543;245.603;281.92;211.582;183.26;226.839;211.05;197.623;123.921;117.66;132.076;92.035;111.121;111.413;110.127;78.16;56.9014;59.7922;41.6231;53.6392;24.4518;33.6055;28.1646;21.351;10.6838;13.183;20.9427;6.04524;10.4457;7.06313;280;20;FALSE;1;None;5;1;1;1;10.8935;9632.42;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.4576;52.2474;35.5478;26.896;2.16102;872.545;
1201;05/14/22;18:40:49;14.7;76.1;8.637596e-008;1.792553e-005;;0;33.6851;301.83;266.713;471.22;543.236;773.838;826.741;1092.27;1105.47;1416.13;1299.95;1714.02;1455.62;1830.01;2100.9;2076.47;2136.77;2124.52;1839.7;1943.67;2012.36;1807.46;1715.52;1491.34;1459.9;1294.31;1084.5;1111.45;863.201;633.946;413.542;478.126;282.751;317.458;289.021;317.945;272.428;283.686;261.92;224.625;263.44;298.736;305.232;304.836;263.625;243.259;276.307;371.228;314.366;296.381;309.903;264.816;349.182;297.327;269.941;287.161;252.672;249.992;261.128;289.718;262.866;274.44;227.659;214.481;248.958;267.434;242.343;297.173;358.398;251.748;305.958;276.002;267.551;239.272;273.361;245.734;295.621;230.009;227.132;217.624;187.907;221.445;170.576;135.363;139.655;164.592;135.94;128.661;86.4879;63.3892;66.5119;55.1115;41.4715;32.8295;29.7991;33.3779;18.4275;18.7761;19.1389;22.6168;6.59142;3.36322;13.6373;13.9274;10.5945;280;20;FALSE;1;None;5;1;1;1;10.8949;9632.78;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;26.4345;51.4837;34.8686;22.4679;2.1654;855.96;
1202;05/14/22;18:45:49;14.7;76.3;8.622870e-008;1.792553e-005;;0;33.6434;442.829;461.898;696.843;720.621;936.005;1330.95;983.039;1419.78;1091.38;1437.43;1466.44;1472.12;1667.8;1550.77;1984.32;2043.14;2257.23;2308.26;2151.46;2176.47;2021.39;2217.6;2067.19;1815.31;1603.04;1460.3;1398.19;1041.25;969.659;761.277;666.479;482.136;427.849;421.373;334.253;335.159;339.338;267.542;339.425;271.855;281.083;275.405;308.963;308.133;291.068;343.969;352.785;320.725;331.046;278.388;267.983;303.174;281.509;256.714;223.584;284.076;250.548;250.602;249.956;230.505;238.119;271.395;266.355;237.523;234.589;272.837;259.165;252.84;233.959;275.983;240.279;276.408;234.025;249.234;285.653;246.603;232.711;246.601;191.383;165.32;180.28;170.766;136.642;120.389;133.934;110.366;93.0427;63.6673;58.7251;56.1961;29.9625;57.5297;35.1234;50.6488;15.1689;6.14134;37.5452;22.3246;19.3822;0;24.3367;12.8252;0;17.6543;280;20;FALSE;1;None;5;1;1;1;10.9131;9637.45;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.0581;48.2645;33.712;24.1442;2.08054;936.358;
1203;05/14/22;18:50:49;14.7;76.2;8.626264e-008;1.792553e-005;;0;100.959;120.622;346.833;576.967;485.588;716.008;812.362;743.079;935.147;912.132;1239.15;1158.39;1686.04;1689.4;1870.13;2062.91;1575.5;1807.35;1980.29;1868.15;2138.44;2091.05;1950.36;1802.16;1555.89;1604.01;1303.13;1100.54;971.24;760.021;593.175;541.251;440.85;330.024;323.109;319.777;292.017;368.562;270.857;265.81;249.449;291.825;296.214;323.487;296.495;304.345;322.699;268.274;310.067;337.302;326.445;248.97;289.674;336.503;331.73;276.677;257.579;255.499;303.099;261.561;266.268;294.654;219.139;283.134;310.456;297.348;282.631;288.371;262.934;233.602;248.802;214.178;288.619;212.102;287.763;226.436;199.964;239.928;226.658;231.263;199.529;182.831;194.472;178.473;149.389;114.362;138.424;121.313;93.4867;81.1739;37.571;61.2909;25.376;61.9911;38.7332;33.373;27.6373;6.2578;25.5149;22.6135;19.7714;6.72547;5.89136;7.90874;1.02399;280;20;FALSE;1;None;5;1;1;1;10.9089;9636.37;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.5722;51.9627;35.7109;25.9455;2.13774;852.29;
1204;05/14/22;18:55:49;14.7;76.1;8.637596e-008;1.792553e-005;;0;67.3702;241.464;293.415;337.128;478.112;942.722;919.453;1111.48;821.907;1094.12;1109.86;1408.26;1457.22;1536.35;1567.92;1726.8;1748.26;1833.57;1924.7;1948.07;1993.63;1757.5;1609.05;1748.19;1604.04;1227.98;1218.29;1007.24;954.656;701.437;557.963;511.386;378.942;420.246;336.901;283.131;307.331;297.516;283.226;264.959;331.48;311.871;308.658;186.286;322.649;341.771;364.952;336.479;322.491;287.629;290.232;243.556;262.978;318.949;345.063;265.863;213.702;292.708;246.582;325.861;257.207;269.241;270.063;208.572;210.628;369.053;261.877;288.736;295.438;263.204;239.293;224.782;299.006;286.298;252.772;256.441;263.939;206.006;203.122;180.686;178.946;161.154;153.695;172.284;127.843;120.781;99.5429;88.749;73.7489;99.6726;60.8386;70.7375;61.1188;49.1366;33.6322;24.2748;18.4275;21.9055;12.7593;16.1548;11.8169;11.4835;3.40932;20.8912;3.53152;280;20;FALSE;1;None;5;1;1;1;10.8949;9632.78;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;27.4247;52.155;35.6961;25.9455;2.15276;824.289;
1205;05/14/22;19:00:49;14.7;76.2;8.629661e-008;1.792553e-005;;38.3148;11.8915;471.964;453.614;480.975;577.416;761.975;949.638;1364.66;1208.39;1686.52;1835.33;1744.75;1665.12;1919.7;2056.5;2291.82;2187.36;2250.7;2274.46;1997.48;1810.4;1820.64;1603.56;1504.5;1466.68;1327.56;1305.95;995.386;902.039;857.822;769.014;563.962;559.316;469.787;359.875;332.348;366.218;299.138;455.463;359.838;272;333.614;343.547;286.953;311.725;291.774;336.312;322.148;310.95;298.885;281.433;314.252;266.014;286.147;265.195;228.771;295.639;232.205;280.952;250.336;267.665;276.82;244.972;235.973;268.951;279.529;234.153;256.845;279.442;237.852;227.002;252.048;264.456;251.577;235.099;296.398;200.902;218.183;249.563;224.96;205.961;217.156;157.116;166.925;126.827;120.916;107.405;149.864;78.3518;51.4612;69.2013;75.5112;33.2954;46.8353;32.7757;24.2723;24.5675;21.152;13.5238;12.9226;15.135;12.2414;9.43284;3.48151;7.06232;280;20;FALSE;1;None;5;1;1;1;10.9047;9635.3;11.9709;542.469;1.2;IZO;Normal Scan;1.129;4.13645;1000;26.1306;48.998;33.728;21.6739;2.11671;921.136;
